{{1976, 8, 18}, 11.101736}
{{1986, 9, 29}, 17.457851}
{{1986, 9, 30}, 17.295456}
{{1986, 10, 1}, 16.564655}
{{1986, 10, 2}, 15.427865}
{{1986, 10, 3}, 16.077466}
{{1986, 10, 6}, 15.833864}
{{1986, 10, 7}, 16.077466}
{{1986, 10, 8}, 16.077466}
{{1986, 10, 9}, 16.402258}
{{1986, 10, 10}, 16.402258}
{{1986, 10, 13}, 15.996259}
{{1986, 10, 14}, 16.077466}
{{1986, 10, 15}, 15.427865}
{{1986, 10, 16}, 16.158664}
{{1986, 10, 17}, 16.077466}
{{1986, 10, 20}, 15.427865}
{{1986, 10, 21}, 15.184269}
{{1986, 10, 22}, 14.534677}
{{1986, 10, 23}, 15.265468}
{{1986, 10, 24}, 14.940676}
{{1986, 10, 27}, 15.184269}
{{1986, 10, 28}, 15.427865}
{{1986, 10, 29}, 15.427865}
{{1986, 10, 30}, 15.346666}
{{1986, 10, 31}, 15.184269}
{{1986, 11, 3}, 15.265468}
{{1986, 11, 4}, 15.021874}
{{1986, 11, 5}, 14.77827}
{{1986, 11, 6}, 14.291081}
{{1986, 11, 7}, 14.291081}
{{1986, 11, 10}, 14.37228}
{{1986, 11, 11}, 14.453478}
{{1986, 11, 12}, 14.77827}
{{1986, 11, 13}, 14.534677}
{{1986, 11, 14}, 14.534677}
{{1986, 11, 17}, 14.291081}
{{1986, 11, 18}, 14.37228}
{{1986, 11, 19}, 14.534677}
{{1986, 11, 20}, 14.615874}
{{1986, 11, 21}, 15.184269}
{{1986, 11, 24}, 15.346666}
{{1986, 11, 25}, 15.265468}
{{1986, 11, 26}, 15.265468}
{{1986, 11, 28}, 15.671467}
{{1986, 12, 1}, 15.671467}
{{1986, 12, 2}, 16.158664}
{{1986, 12, 3}, 16.077466}
{{1986, 12, 4}, 17.051852}
{{1986, 12, 5}, 17.051852}
{{1986, 12, 8}, 17.051852}
{{1986, 12, 9}, 17.13305}
{{1986, 12, 10}, 17.620248}
{{1986, 12, 11}, 17.457851}
{{1986, 12, 12}, 17.295456}
{{1986, 12, 15}, 17.051852}
{{1986, 12, 16}, 17.457851}
{{1986, 12, 17}, 17.539049}
{{1986, 12, 18}, 17.539049}
{{1986, 12, 19}, 18.26984}
{{1986, 12, 22}, 18.188644}
{{1986, 12, 23}, 18.188644}
{{1986, 12, 24}, 18.757038}
{{1986, 12, 26}, 17.945048}
{{1986, 12, 29}, 17.457851}
{{1986, 12, 30}, 17.457851}
{{1986, 12, 31}, 17.295456}
{{1987, 1, 2}, 17.539049}
{{1987, 1, 5}, 16.889455}
{{1987, 1, 6}, 16.808258}
{{1987, 1, 7}, 16.402258}
{{1987, 1, 8}, 15.833864}
{{1987, 1, 9}, 15.833864}
{{1987, 1, 12}, 15.671467}
{{1987, 1, 13}, 15.427865}
{{1987, 1, 14}, 15.752665}
{{1987, 1, 15}, 15.996259}
{{1987, 1, 16}, 15.590268}
{{1987, 1, 19}, 15.590268}
{{1987, 1, 20}, 15.752665}
{{1987, 1, 21}, 16.239862}
{{1987, 1, 22}, 16.077466}
{{1987, 1, 23}, 15.590268}
{{1987, 1, 26}, 15.427865}
{{1987, 1, 27}, 15.671467}
{{1987, 1, 28}, 15.427865}
{{1987, 1, 29}, 15.590268}
{{1987, 1, 30}, 15.671467}
{{1987, 2, 2}, 16.321061}
{{1987, 2, 3}, 16.077466}
{{1987, 2, 4}, 16.158664}
{{1987, 2, 5}, 15.752665}
{{1987, 2, 6}, 15.427865}
{{1987, 2, 9}, 15.427865}
{{1987, 2, 10}, 15.346666}
{{1987, 2, 11}, 15.346666}
{{1987, 2, 12}, 15.346666}
{{1987, 2, 13}, 14.859469}
{{1987, 2, 17}, 15.021874}
{{1987, 2, 18}, 15.265468}
{{1987, 2, 19}, 15.833864}
{{1987, 2, 20}, 15.427865}
{{1987, 2, 23}, 15.427865}
{{1987, 2, 24}, 15.346666}
{{1987, 2, 25}, 14.940676}
{{1987, 2, 26}, 14.77827}
{{1987, 2, 27}, 14.859469}
{{1987, 3, 2}, 15.265468}
{{1987, 3, 3}, 15.184269}
{{1987, 3, 4}, 15.346666}
{{1987, 3, 5}, 15.184269}
{{1987, 3, 6}, 14.615874}
{{1987, 3, 9}, 14.940676}
{{1987, 3, 10}, 14.940676}
{{1987, 3, 11}, 15.184269}
{{1987, 3, 12}, 15.833864}
{{1987, 3, 13}, 15.427865}
{{1987, 3, 16}, 15.184269}
{{1987, 3, 17}, 15.184269}
{{1987, 3, 18}, 15.021874}
{{1987, 3, 19}, 15.021874}
{{1987, 3, 20}, 15.346666}
{{1987, 3, 23}, 15.021874}
{{1987, 3, 24}, 14.940676}
{{1987, 3, 25}, 14.534677}
{{1987, 3, 26}, 14.453478}
{{1987, 3, 27}, 13.966281}
{{1987, 3, 30}, 13.803885}
{{1987, 3, 31}, 13.966281}
{{1987, 4, 1}, 13.966281}
{{1987, 4, 2}, 14.128678}
{{1987, 4, 3}, 14.047479}
{{1987, 4, 6}, 13.885083}
{{1987, 4, 7}, 13.885083}
{{1987, 4, 8}, 13.64148}
{{1987, 4, 9}, 13.397885}
{{1987, 4, 10}, 13.235489}
{{1987, 4, 13}, 12.261094}
{{1987, 4, 14}, 12.82949}
{{1987, 4, 15}, 12.910689}
{{1987, 4, 16}, 13.560282}
{{1987, 4, 20}, 14.37228}
{{1987, 4, 21}, 14.128678}
{{1987, 4, 22}, 14.047479}
{{1987, 4, 23}, 13.722686}
{{1987, 4, 24}, 13.722686}
{{1987, 4, 27}, 13.966281}
{{1987, 4, 28}, 14.77827}
{{1987, 4, 29}, 14.859469}
{{1987, 4, 30}, 15.427865}
{{1987, 5, 1}, 15.184269}
{{1987, 5, 4}, 15.021874}
{{1987, 5, 5}, 15.265468}
{{1987, 5, 6}, 14.859469}
{{1987, 5, 7}, 15.021874}
{{1987, 5, 8}, 15.021874}
{{1987, 5, 11}, 15.184269}
{{1987, 5, 12}, 15.021874}
{{1987, 5, 13}, 15.671467}
{{1987, 5, 14}, 15.346666}
{{1987, 5, 15}, 15.021874}
{{1987, 5, 18}, 15.021874}
{{1987, 5, 19}, 15.265468}
{{1987, 5, 20}, 15.996259}
{{1987, 5, 21}, 15.671467}
{{1987, 5, 22}, 15.671467}
{{1987, 5, 26}, 16.645861}
{{1987, 5, 27}, 16.483456}
{{1987, 5, 28}, 16.239862}
{{1987, 5, 29}, 16.321061}
{{1987, 6, 1}, 16.239862}
{{1987, 6, 2}, 16.239862}
{{1987, 6, 3}, 16.645861}
{{1987, 6, 4}, 16.645861}
{{1987, 6, 5}, 16.564655}
{{1987, 6, 8}, 16.808258}
{{1987, 6, 9}, 17.051852}
{{1987, 6, 10}, 17.051852}
{{1987, 6, 11}, 17.539049}
{{1987, 6, 12}, 18.188644}
{{1987, 6, 15}, 18.107445}
{{1987, 6, 16}, 17.945048}
{{1987, 6, 17}, 17.539049}
{{1987, 6, 18}, 17.457851}
{{1987, 6, 19}, 17.782643}
{{1987, 6, 22}, 17.782643}
{{1987, 6, 23}, 18.351039}
{{1987, 6, 24}, 18.188644}
{{1987, 6, 25}, 18.351039}
{{1987, 6, 26}, 17.620248}
{{1987, 6, 29}, 16.645861}
{{1987, 6, 30}, 17.051852}
{{1987, 7, 1}, 16.645861}
{{1987, 7, 2}, 17.051852}
{{1987, 7, 6}, 16.564655}
{{1987, 7, 7}, 16.645861}
{{1987, 7, 8}, 15.752665}
{{1987, 7, 9}, 15.833864}
{{1987, 7, 10}, 15.833864}
{{1987, 7, 13}, 15.671467}
{{1987, 7, 14}, 15.265468}
{{1987, 7, 15}, 14.940676}
{{1987, 7, 16}, 15.427865}
{{1987, 7, 17}, 15.427865}
{{1987, 7, 20}, 15.021874}
{{1987, 7, 21}, 14.940676}
{{1987, 7, 22}, 14.615874}
{{1987, 7, 23}, 14.77827}
{{1987, 7, 24}, 15.265468}
{{1987, 7, 27}, 15.265468}
{{1987, 7, 28}, 15.833864}
{{1987, 7, 29}, 16.889455}
{{1987, 7, 30}, 16.889455}
{{1987, 7, 31}, 17.86385}
{{1987, 8, 3}, 17.051852}
{{1987, 8, 4}, 16.645861}
{{1987, 8, 5}, 17.295456}
{{1987, 8, 6}, 17.376652}
{{1987, 8, 7}, 17.295456}
{{1987, 8, 10}, 17.13305}
{{1987, 8, 11}, 17.051852}
{{1987, 8, 12}, 17.051852}
{{1987, 8, 13}, 17.539049}
{{1987, 8, 14}, 18.513444}
{{1987, 8, 17}, 19.163037}
{{1987, 8, 18}, 18.188644}
{{1987, 8, 19}, 17.620248}
{{1987, 8, 20}, 18.351039}
{{1987, 8, 21}, 18.188644}
{{1987, 8, 24}, 18.188644}
{{1987, 8, 25}, 18.351039}
{{1987, 8, 26}, 18.188644}
{{1987, 8, 27}, 17.620248}
{{1987, 8, 28}, 17.539049}
{{1987, 8, 31}, 17.539049}
{{1987, 9, 1}, 17.539049}
{{1987, 9, 2}, 17.051852}
{{1987, 9, 3}, 17.457851}
{{1987, 9, 4}, 17.945048}
{{1987, 9, 8}, 18.188644}
{{1987, 9, 9}, 17.945048}
{{1987, 9, 10}, 17.86385}
{{1987, 9, 11}, 17.945048}
{{1987, 9, 14}, 18.351039}
{{1987, 9, 15}, 18.26984}
{{1987, 9, 16}, 17.945048}
{{1987, 9, 17}, 17.86385}
{{1987, 9, 18}, 17.945048}
{{1987, 9, 21}, 17.620248}
{{1987, 9, 22}, 17.782643}
{{1987, 9, 23}, 17.782643}
{{1987, 9, 24}, 17.945048}
{{1987, 9, 25}, 17.86385}
{{1987, 9, 28}, 19.163037}
{{1987, 9, 29}, 19.163037}
{{1987, 9, 30}, 19.48783}
{{1987, 10, 1}, 19.650234}
{{1987, 10, 2}, 19.569037}
{{1987, 10, 5}, 19.650234}
{{1987, 10, 6}, 19.650234}
{{1987, 10, 7}, 20.868224}
{{1987, 10, 8}, 21.355421}
{{1987, 10, 9}, 21.274214}
{{1987, 10, 12}, 21.030619}
{{1987, 10, 13}, 21.274214}
{{1987, 10, 14}, 20.543422}
{{1987, 10, 15}, 20.381027}
{{1987, 10, 16}, 19.975028}
{{1987, 10, 19}, 17.376652}
{{1987, 10, 20}, 15.021874}
{{1987, 10, 21}, 17.945048}
{{1987, 10, 22}, 16.808258}
{{1987, 10, 23}, 16.402258}
{{1987, 10, 26}, 15.265468}
{{1987, 10, 27}, 17.295456}
{{1987, 10, 28}, 16.158664}
{{1987, 10, 29}, 16.645861}
{{1987, 10, 30}, 17.051852}
{{1987, 11, 2}, 16.889455}
{{1987, 11, 3}, 16.645861}
{{1987, 11, 4}, 16.889455}
{{1987, 11, 5}, 16.889455}
{{1987, 11, 6}, 17.051852}
{{1987, 11, 9}, 16.645861}
{{1987, 11, 10}, 16.402258}
{{1987, 11, 11}, 16.970654}
{{1987, 11, 12}, 17.620248}
{{1987, 11, 13}, 17.539049}
{{1987, 11, 16}, 17.539049}
{{1987, 11, 17}, 16.889455}
{{1987, 11, 18}, 17.620248}
{{1987, 11, 19}, 17.457851}
{{1987, 11, 20}, 17.782643}
{{1987, 11, 23}, 17.86385}
{{1987, 11, 24}, 17.945048}
{{1987, 11, 25}, 17.620248}
{{1987, 11, 27}, 17.620248}
{{1987, 11, 30}, 16.970654}
{{1987, 12, 1}, 17.620248}
{{1987, 12, 2}, 17.620248}
{{1987, 12, 3}, 17.539049}
{{1987, 12, 4}, 17.457851}
{{1987, 12, 7}, 17.620248}
{{1987, 12, 8}, 17.945048}
{{1987, 12, 9}, 17.86385}
{{1987, 12, 10}, 18.188644}
{{1987, 12, 11}, 18.351039}
{{1987, 12, 14}, 18.675839}
{{1987, 12, 15}, 18.351039}
{{1987, 12, 16}, 18.594642}
{{1987, 12, 17}, 19.08184}
{{1987, 12, 18}, 19.000641}
{{1987, 12, 21}, 18.757038}
{{1987, 12, 22}, 18.675839}
{{1987, 12, 23}, 19.000641}
{{1987, 12, 24}, 19.325433}
{{1987, 12, 28}, 18.919435}
{{1987, 12, 29}, 18.919435}
{{1987, 12, 30}, 19.000641}
{{1987, 12, 31}, 18.594642}
{{1988, 1, 4}, 19.163037}
{{1988, 1, 5}, 19.163037}
{{1988, 1, 6}, 19.650234}
{{1988, 1, 7}, 19.325433}
{{1988, 1, 8}, 18.188644}
{{1988, 1, 11}, 18.594642}
{{1988, 1, 12}, 18.351039}
{{1988, 1, 13}, 18.513444}
{{1988, 1, 14}, 18.594642}
{{1988, 1, 15}, 18.919435}
{{1988, 1, 18}, 18.594642}
{{1988, 1, 19}, 18.594642}
{{1988, 1, 20}, 18.351039}
{{1988, 1, 21}, 19.000641}
{{1988, 1, 22}, 18.757038}
{{1988, 1, 25}, 18.594642}
{{1988, 1, 26}, 18.513444}
{{1988, 1, 27}, 18.351039}
{{1988, 1, 28}, 18.757038}
{{1988, 1, 29}, 19.000641}
{{1988, 2, 1}, 18.757038}
{{1988, 2, 2}, 19.000641}
{{1988, 2, 3}, 19.000641}
{{1988, 2, 4}, 18.919435}
{{1988, 2, 5}, 18.675839}
{{1988, 2, 8}, 18.351039}
{{1988, 2, 9}, 18.351039}
{{1988, 2, 10}, 18.757038}
{{1988, 2, 11}, 18.757038}
{{1988, 2, 12}, 19.08184}
{{1988, 2, 16}, 19.163037}
{{1988, 2, 17}, 19.163037}
{{1988, 2, 18}, 19.650234}
{{1988, 2, 19}, 20.705827}
{{1988, 2, 22}, 20.705827}
{{1988, 2, 23}, 20.787025}
{{1988, 2, 24}, 21.517816}
{{1988, 2, 25}, 22.086212}
{{1988, 2, 26}, 22.167411}
{{1988, 2, 29}, 22.329806}
{{1988, 3, 1}, 22.57341}
{{1988, 3, 2}, 23.466597}
{{1988, 3, 3}, 23.060607}
{{1988, 3, 4}, 23.223002}
{{1988, 3, 7}, 24.278595}
{{1988, 3, 8}, 24.278595}
{{1988, 3, 9}, 24.846991}
{{1988, 3, 10}, 24.522189}
{{1988, 3, 11}, 24.278595}
{{1988, 3, 14}, 23.872596}
{{1988, 3, 15}, 24.197389}
{{1988, 3, 16}, 24.603387}
{{1988, 3, 17}, 24.928189}
{{1988, 3, 18}, 24.846991}
{{1988, 3, 21}, 24.928189}
{{1988, 3, 22}, 25.090585}
{{1988, 3, 23}, 24.684586}
{{1988, 3, 24}, 24.359794}
{{1988, 3, 25}, 23.872596}
{{1988, 3, 28}, 23.872596}
{{1988, 3, 29}, 24.684586}
{{1988, 3, 30}, 24.522189}
{{1988, 3, 31}, 24.603387}
{{1988, 4, 4}, 24.603387}
{{1988, 4, 5}, 24.603387}
{{1988, 4, 6}, 24.846991}
{{1988, 4, 7}, 24.846991}
{{1988, 4, 8}, 25.009386}
{{1988, 4, 11}, 24.846991}
{{1988, 4, 12}, 25.090585}
{{1988, 4, 13}, 25.090585}
{{1988, 4, 14}, 25.090585}
{{1988, 4, 15}, 25.496584}
{{1988, 4, 18}, 24.684586}
{{1988, 4, 19}, 24.684586}
{{1988, 4, 20}, 24.684586}
{{1988, 4, 21}, 24.684586}
{{1988, 4, 22}, 24.846991}
{{1988, 4, 25}, 25.090585}
{{1988, 4, 26}, 25.090585}
{{1988, 4, 27}, 25.090585}
{{1988, 4, 28}, 25.090585}
{{1988, 4, 29}, 25.090585}
{{1988, 5, 2}, 25.090585}
{{1988, 5, 3}, 25.090585}
{{1988, 5, 4}, 25.090585}
{{1988, 5, 5}, 25.090585}
{{1988, 5, 6}, 24.928189}
{{1988, 5, 9}, 24.11619}
{{1988, 5, 10}, 24.359794}
{{1988, 5, 11}, 23.872596}
{{1988, 5, 12}, 24.034992}
{{1988, 5, 13}, 24.359794}
{{1988, 5, 16}, 24.522189}
{{1988, 5, 17}, 24.603387}
{{1988, 5, 18}, 24.278595}
{{1988, 5, 19}, 24.197389}
{{1988, 5, 20}, 23.872596}
{{1988, 5, 23}, 23.629003}
{{1988, 5, 24}, 23.872596}
{{1988, 5, 25}, 23.872596}
{{1988, 5, 26}, 23.872596}
{{1988, 5, 27}, 23.223002}
{{1988, 5, 31}, 23.466597}
{{1988, 6, 1}, 23.466597}
{{1988, 6, 2}, 23.304201}
{{1988, 6, 3}, 23.466597}
{{1988, 6, 6}, 23.385399}
{{1988, 6, 7}, 23.304201}
{{1988, 6, 8}, 23.385399}
{{1988, 6, 9}, 23.304201}
{{1988, 6, 10}, 23.466597}
{{1988, 6, 13}, 23.385399}
{{1988, 6, 14}, 23.466597}
{{1988, 6, 15}, 23.466597}
{{1988, 6, 16}, 23.223002}
{{1988, 6, 17}, 23.466597}
{{1988, 6, 20}, 23.385399}
{{1988, 6, 21}, 23.466597}
{{1988, 6, 22}, 23.466597}
{{1988, 6, 23}, 22.817003}
{{1988, 6, 24}, 22.411004}
{{1988, 6, 27}, 22.167411}
{{1988, 6, 28}, 22.167411}
{{1988, 6, 29}, 22.329806}
{{1988, 6, 30}, 22.411004}
{{1988, 7, 1}, 22.329806}
{{1988, 7, 5}, 22.329806}
{{1988, 7, 6}, 22.9794}
{{1988, 7, 7}, 23.791398}
{{1988, 7, 8}, 23.710199}
{{1988, 7, 11}, 23.872596}
{{1988, 7, 12}, 25.009386}
{{1988, 7, 13}, 25.577782}
{{1988, 7, 14}, 26.389772}
{{1988, 7, 15}, 25.902574}
{{1988, 7, 18}, 25.740179}
{{1988, 7, 19}, 25.577782}
{{1988, 7, 20}, 27.770165}
{{1988, 7, 21}, 28.500958}
{{1988, 7, 22}, 28.094959}
{{1988, 7, 25}, 28.338561}
{{1988, 7, 26}, 28.094959}
{{1988, 7, 27}, 28.500958}
{{1988, 7, 28}, 29.150552}
{{1988, 7, 29}, 28.906957}
{{1988, 8, 1}, 28.906957}
{{1988, 8, 2}, 28.582156}
{{1988, 8, 3}, 28.338561}
{{1988, 8, 4}, 28.01376}
{{1988, 8, 5}, 27.364166}
{{1988, 8, 8}, 27.445365}
{{1988, 8, 9}, 27.201771}
{{1988, 8, 10}, 26.308573}
{{1988, 8, 11}, 27.201771}
{{1988, 8, 12}, 26.79577}
{{1988, 8, 15}, 26.79577}
{{1988, 8, 16}, 26.714574}
{{1988, 8, 17}, 26.552177}
{{1988, 8, 18}, 27.039366}
{{1988, 8, 19}, 27.201771}
{{1988, 8, 22}, 26.79577}
{{1988, 8, 23}, 26.79577}
{{1988, 8, 24}, 26.633375}
{{1988, 8, 25}, 25.983781}
{{1988, 8, 26}, 25.740179}
{{1988, 8, 29}, 25.415387}
{{1988, 8, 30}, 25.171783}
{{1988, 8, 31}, 24.359794}
{{1988, 9, 1}, 24.278595}
{{1988, 9, 2}, 24.684586}
{{1988, 9, 6}, 24.440992}
{{1988, 9, 7}, 24.928189}
{{1988, 9, 8}, 24.928189}
{{1988, 9, 9}, 24.684586}
{{1988, 9, 12}, 25.009386}
{{1988, 9, 13}, 25.171783}
{{1988, 9, 14}, 25.171783}
{{1988, 9, 15}, 25.496584}
{{1988, 9, 16}, 25.740179}
{{1988, 9, 19}, 25.983781}
{{1988, 9, 20}, 25.496584}
{{1988, 9, 21}, 25.496584}
{{1988, 9, 22}, 24.928189}
{{1988, 9, 23}, 25.009386}
{{1988, 9, 26}, 24.684586}
{{1988, 9, 27}, 25.009386}
{{1988, 9, 28}, 25.090585}
{{1988, 9, 29}, 25.171783}
{{1988, 9, 30}, 25.171783}
{{1988, 10, 3}, 24.684586}
{{1988, 10, 4}, 24.684586}
{{1988, 10, 5}, 24.359794}
{{1988, 10, 6}, 24.034992}
{{1988, 10, 7}, 24.522189}
{{1988, 10, 10}, 24.603387}
{{1988, 10, 11}, 24.684586}
{{1988, 10, 12}, 24.684586}
{{1988, 10, 13}, 25.415387}
{{1988, 10, 14}, 25.090585}
{{1988, 10, 17}, 24.928189}
{{1988, 10, 18}, 25.090585}
{{1988, 10, 19}, 25.171783}
{{1988, 10, 20}, 25.252982}
{{1988, 10, 21}, 25.171783}
{{1988, 10, 24}, 24.846991}
{{1988, 10, 25}, 25.496584}
{{1988, 10, 26}, 25.902574}
{{1988, 10, 27}, 25.415387}
{{1988, 10, 28}, 25.090585}
{{1988, 10, 31}, 25.740179}
{{1988, 11, 1}, 25.090585}
{{1988, 11, 2}, 25.009386}
{{1988, 11, 3}, 25.090585}
{{1988, 11, 4}, 24.197389}
{{1988, 11, 7}, 23.466597}
{{1988, 11, 8}, 23.872596}
{{1988, 11, 9}, 23.872596}
{{1988, 11, 10}, 23.791398}
{{1988, 11, 11}, 23.791398}
{{1988, 11, 14}, 24.11619}
{{1988, 11, 15}, 24.359794}
{{1988, 11, 16}, 25.090585}
{{1988, 11, 17}, 26.552177}
{{1988, 11, 18}, 26.389772}
{{1988, 11, 21}, 26.389772}
{{1988, 11, 22}, 26.227376}
{{1988, 11, 23}, 26.308573}
{{1988, 11, 25}, 26.389772}
{{1988, 11, 28}, 26.308573}
{{1988, 11, 29}, 27.201771}
{{1988, 11, 30}, 27.039366}
{{1988, 12, 1}, 26.552177}
{{1988, 12, 2}, 26.389772}
{{1988, 12, 5}, 26.308573}
{{1988, 12, 6}, 26.227376}
{{1988, 12, 7}, 25.983781}
{{1988, 12, 8}, 25.902574}
{{1988, 12, 9}, 26.146178}
{{1988, 12, 12}, 25.983781}
{{1988, 12, 13}, 26.146178}
{{1988, 12, 14}, 26.958167}
{{1988, 12, 15}, 26.79577}
{{1988, 12, 16}, 26.79577}
{{1988, 12, 19}, 27.932562}
{{1988, 12, 20}, 27.201771}
{{1988, 12, 21}, 27.201771}
{{1988, 12, 22}, 27.201771}
{{1988, 12, 23}, 26.308573}
{{1988, 12, 27}, 27.624103}
{{1988, 12, 28}, 27.453586}
{{1988, 12, 29}, 27.538848}
{{1988, 12, 30}, 27.624103}
{{1989, 1, 3}, 27.709364}
{{1989, 1, 4}, 27.879882}
{{1989, 1, 5}, 27.709364}
{{1989, 1, 6}, 27.538848}
{{1989, 1, 9}, 27.709364}
{{1989, 1, 10}, 27.965144}
{{1989, 1, 11}, 28.13566}
{{1989, 1, 12}, 28.050405}
{{1989, 1, 13}, 28.050405}
{{1989, 1, 16}, 27.879882}
{{1989, 1, 17}, 27.879882}
{{1989, 1, 18}, 27.624103}
{{1989, 1, 19}, 26.771511}
{{1989, 1, 20}, 26.856773}
{{1989, 1, 23}, 27.112544}
{{1989, 1, 24}, 27.453586}
{{1989, 1, 25}, 27.283068}
{{1989, 1, 26}, 27.283068}
{{1989, 1, 27}, 27.709364}
{{1989, 1, 30}, 27.709364}
{{1989, 1, 31}, 27.538848}
{{1989, 2, 1}, 26.856773}
{{1989, 2, 2}, 27.197807}
{{1989, 2, 3}, 27.112544}
{{1989, 2, 6}, 27.027291}
{{1989, 2, 7}, 27.112544}
{{1989, 2, 8}, 27.453586}
{{1989, 2, 9}, 27.709364}
{{1989, 2, 10}, 27.709364}
{{1989, 2, 13}, 27.283068}
{{1989, 2, 14}, 27.453586}
{{1989, 2, 15}, 27.283068}
{{1989, 2, 16}, 27.197807}
{{1989, 2, 17}, 26.856773}
{{1989, 2, 21}, 26.345215}
{{1989, 2, 22}, 26.771511}
{{1989, 2, 23}, 27.538848}
{{1989, 2, 24}, 27.538848}
{{1989, 2, 27}, 27.283068}
{{1989, 2, 28}, 27.197807}
{{1989, 3, 1}, 27.027291}
{{1989, 3, 2}, 27.197807}
{{1989, 3, 3}, 27.027291}
{{1989, 3, 6}, 26.089436}
{{1989, 3, 7}, 26.259952}
{{1989, 3, 8}, 26.089436}
{{1989, 3, 9}, 25.833656}
{{1989, 3, 10}, 25.748393}
{{1989, 3, 13}, 25.918909}
{{1989, 3, 14}, 26.259952}
{{1989, 3, 15}, 26.856773}
{{1989, 3, 16}, 26.856773}
{{1989, 3, 17}, 26.174689}
{{1989, 3, 20}, 25.577876}
{{1989, 3, 21}, 25.918909}
{{1989, 3, 22}, 25.748393}
{{1989, 3, 23}, 25.833656}
{{1989, 3, 27}, 25.833656}
{{1989, 3, 28}, 26.345215}
{{1989, 3, 29}, 26.259952}
{{1989, 3, 30}, 26.089436}
{{1989, 3, 31}, 25.833656}
{{1989, 4, 3}, 26.089436}
{{1989, 4, 4}, 26.259952}
{{1989, 4, 5}, 26.174689}
{{1989, 4, 6}, 25.66314}
{{1989, 4, 7}, 25.40736}
{{1989, 4, 10}, 25.066317}
{{1989, 4, 11}, 25.577876}
{{1989, 4, 12}, 25.833656}
{{1989, 4, 13}, 25.577876}
{{1989, 4, 14}, 25.833656}
{{1989, 4, 17}, 25.577876}
{{1989, 4, 18}, 25.748393}
{{1989, 4, 19}, 25.40736}
{{1989, 4, 20}, 25.066317}
{{1989, 4, 21}, 25.322097}
{{1989, 4, 24}, 25.577876}
{{1989, 4, 25}, 26.089436}
{{1989, 4, 26}, 25.748393}
{{1989, 4, 27}, 25.66314}
{{1989, 4, 28}, 25.66314}
{{1989, 5, 1}, 25.833656}
{{1989, 5, 2}, 26.345215}
{{1989, 5, 3}, 26.345215}
{{1989, 5, 4}, 26.345215}
{{1989, 5, 5}, 26.345215}
{{1989, 5, 8}, 26.856773}
{{1989, 5, 9}, 27.197807}
{{1989, 5, 10}, 26.856773}
{{1989, 5, 11}, 26.430468}
{{1989, 5, 12}, 26.345215}
{{1989, 5, 15}, 25.918909}
{{1989, 5, 16}, 26.345215}
{{1989, 5, 17}, 26.089436}
{{1989, 5, 18}, 25.833656}
{{1989, 5, 19}, 26.174689}
{{1989, 5, 22}, 26.089436}
{{1989, 5, 23}, 26.089436}
{{1989, 5, 24}, 25.833656}
{{1989, 5, 25}, 25.918909}
{{1989, 5, 26}, 26.345215}
{{1989, 5, 30}, 25.577876}
{{1989, 5, 31}, 25.918909}
{{1989, 6, 1}, 26.345215}
{{1989, 6, 2}, 26.345215}
{{1989, 6, 5}, 25.66314}
{{1989, 6, 6}, 25.066317}
{{1989, 6, 7}, 25.40736}
{{1989, 6, 8}, 25.577876}
{{1989, 6, 9}, 24.981056}
{{1989, 6, 12}, 24.213726}
{{1989, 6, 13}, 24.384244}
{{1989, 6, 14}, 24.55476}
{{1989, 6, 15}, 24.55476}
{{1989, 6, 16}, 24.810539}
{{1989, 6, 19}, 25.577876}
{{1989, 6, 20}, 25.40736}
{{1989, 6, 21}, 25.918909}
{{1989, 6, 22}, 26.259952}
{{1989, 6, 23}, 26.686248}
{{1989, 6, 26}, 26.089436}
{{1989, 6, 27}, 25.961547}
{{1989, 6, 28}, 25.33489}
{{1989, 6, 29}, 25.066319}
{{1989, 6, 30}, 25.066319}
{{1989, 7, 3}, 25.424408}
{{1989, 7, 5}, 26.588205}
{{1989, 7, 6}, 26.588205}
{{1989, 7, 7}, 26.677723}
{{1989, 7, 10}, 26.767249}
{{1989, 7, 11}, 26.498679}
{{1989, 7, 12}, 26.409162}
{{1989, 7, 13}, 26.319636}
{{1989, 7, 14}, 26.051065}
{{1989, 7, 17}, 25.513934}
{{1989, 7, 18}, 25.513934}
{{1989, 7, 19}, 25.603452}
{{1989, 7, 20}, 25.513934}
{{1989, 7, 21}, 25.692977}
{{1989, 7, 24}, 25.513934}
{{1989, 7, 25}, 25.513934}
{{1989, 7, 26}, 25.782503}
{{1989, 7, 27}, 25.961547}
{{1989, 7, 28}, 25.872021}
{{1989, 7, 31}, 26.409162}
{{1989, 8, 1}, 26.856775}
{{1989, 8, 2}, 26.767249}
{{1989, 8, 3}, 26.319636}
{{1989, 8, 4}, 25.961547}
{{1989, 8, 7}, 25.872021}
{{1989, 8, 8}, 26.498679}
{{1989, 8, 9}, 26.319636}
{{1989, 8, 10}, 26.677723}
{{1989, 8, 11}, 26.498679}
{{1989, 8, 14}, 26.498679}
{{1989, 8, 15}, 26.856775}
{{1989, 8, 16}, 26.946292}
{{1989, 8, 17}, 26.409162}
{{1989, 8, 18}, 26.588205}
{{1989, 8, 21}, 26.946292}
{{1989, 8, 22}, 27.304381}
{{1989, 8, 23}, 26.946292}
